numero_uai;nature_uai;ministere_tutelle;ministere_tutelle_libe;tutelle_2;tutelle_2_libe;secteur_public_prive;niveau_uai;niveau_uai_libe;commune;commune_libe;denomination_principale;patronyme_uai;numero_siren_siret_uai;date_ouverture;date_fermeture;lieu_dit_uai;adresse_uai;boite_postale_uai;code_postal_uai;localite_acheminement_uai
0180865T;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;18033;Bourges;CTR FORM SUP APPRENTISSAGE;CCI;53825807000019;33848;;;25 rue Louis Mallet;;18000;BOURGES
0190721F;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;19272;Tulle;CFA 13 VENTS TULLE;;79964373900011;27808;;;51 boulevard DE LA LUNADE;BP147;19001;TULLE CEDEX
0190767F;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;19031;Brive-la-Gaillarde;CTR DE FORMATION D APPRENTIS;PREPARATEURS EN PHARMACIE;77792654400027;29113;;;8 rue CHATEAUBRIAND;;19100;BRIVE LA GAILLARDE
0190807Z;600;06;ministère de l'éducation nationale;3;ministère de l'agriculture;PR;1;UAI célibataire;19203;Sainte-Fortunade;CENTRE DE FORMATION D APPRENTI;CTRE SPEC FORMATION APPRENTIS;77796706800076;30560;;;Impasse LAUTHONIE;;19490;STE FORTUNADE
0190809B;600;03;ministère de l'agriculture;;;PU;3;UAI fille;19148;Neuvic;CFA AGRICOLE HENRI QUEUILLE;;19190087700017;27646;;;ROUTE DE VITRAC;;19160;NEUVIC
0190810C;600;03;ministère de l'agriculture;;;PU;3;UAI fille;19146;Naves;CTR FORMATION APPRENTIS AGRIC.;CFA DE TULLE-NAVES;19190624700017;26969;;CEZARIN;;;19460;NAVES
0190832B;600;03;ministère de l'agriculture;;;PU;4;UAI mère et fille;19288;Voutezac;LYCEE GEN. TECHNOLO AGRICOLE;CFA AGRICOLE BRIVE OBJAT;19190244400014;32752;;;23 RUE MURAT;;19130;VOUTEZAC
0190847T;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;19272;Tulle;CFAI LIMOUSIN-SITE DE TULLE;;38356334300060;33512;;;3 rue DU 9 JUIN 1944;;19000;TULLE
0190849V;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;19272;Tulle;CFA BATIMENT TULLE;;33080235600023;27282;;;61 boulevard DE LA LUNADE;BP74;19001;TULLE CEDEX
0195041B;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;19073;Egletons;CENTRE DE FORMATION D'APPRENTI;DES TRAVAUX PUBLICS;30343318900030;38596;;;26 rue DE BELLEVUE;BP11;19300;EGLETONS
0211181V;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;21617;Talant;C.F.A.;DE LA PHARMACIE;77821304100032;25259;;;1 AVENUE GENERAL CANZIO;;21240;TALANT
0211479U;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;21355;Longvic;ECOLE DES METIERS DIJON METROP;LA NOUE;49365145900031;27815;;;1 chemin de la Noue;CS10080;21602;LONGVIC CEDEX
0211799S;600;03;ministère de l'agriculture;;;PU;2;UAI mère;21515;Quetigny;CFA QUÉTIGNY PLOMBIÈRES LES D;OLIVIER DE SERRES;19211135900019;31147;;;21 BOULEVARD OLIVIER DE SERRES;;21800;QUETIGNY
0211800T;600;03;ministère de l'agriculture;;;PU;1;UAI célibataire;21054;Beaune;CFA;VITICOLE;19210036000010;31147;;;16 AVENUE CHARLES JAFFELIN;BP215;21206;BEAUNE CEDEX
0211948D;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;21355;Longvic;CFA TRANSPORT ET LOGISTIQUE;AFTRAL;30540504500520;32752;;;17  RUE INGENIEUR BERTIN;;21600;LONGVIC
0211999J;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;21351;Longchamp;CFA;CERAMIQUE BOURGOGNE;48395355000025;33848;;;5 rue DE LAUBENHEIM;;21110;LONGCHAMP
0212000K;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;21231;Dijon;CFA REGIONAL;COMPAGNONS DEVOIR TOUR DE F.;;33664;;;1  RUE JEAN MAZEN;;21000;DIJON
0212052S;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;21231;Dijon;CFA;SAINT BENIGNE;;34540;;;9  AVENUE JEAN BERTIN;;21000;DIJON
0212057X;600;03;ministère de l'agriculture;;;PR;2;UAI mère;21166;Chenôve;CFA.A.;DES MFR DE BOURGOGNE;19210012100024;34943;;;60 avenue G AVENUE DU 14 JUILLET;;21300;CHENOVE
0212096P;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;21231;Dijon;CFA;DES TRAVAUX PUBLICS;;35674;;;3  RUE RENE CHAR;;21000;DIJON
0212109D;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;21231;Dijon;CFA;SAINT JOSEPH;;36039;;;39  RUE DU TRANSVAAL;;21000;DIJON
0212114J;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;21231;Dijon;CFA;LES ARCADES;;36404;;;13  RUE DU VIEUX COLLÈGE;;21000;DIJON
0212115K;600;03;ministère de l'agriculture;;;PR;1;UAI célibataire;21231;Dijon;CFA;IFRIA;42412236400021;36404;;;4  BOULEVARD DOCTEUR JEAN VEILLE;BP46524;21065;DIJON CEDEX
0212183J;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;21231;Dijon;CTR DE FORMATION D APPRENTIS;DU SPORT;39992626000031;38596;;;19 avenue Albert Camus;;21000;DIJON
0212196Y;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;21231;Dijon;CTR DE FORMATION D APPRENTIS;BANQUE-FINANCE;39205977000017;39692;;;9 bis boulevard Voltaire;;21088;DIJON CEDEX 9
0212197Z;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;21231;Dijon;CTR DE FORMATION D APPRENTIS;SUPERIEUR DE BOURGOGNE;42412236400039;39692;;;11 rue Edgar Faure;;21000;DIJON
0212220Z;600;35;ministère de la santé et de la solidarité nationale;;;PR;2;UAI mère;21231;Dijon;CTR FORM. APPRENTIS SAN. SOC.;MEDICO-SOCIAL DE BOURGOGNE;79850793500038;41518;;;5 allée  ANDRE BOURLAND;;21000;DIJON
0212237T;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;21231;Dijon;CCI FORMATION;COTE D'OR;13001310500056;40534;;;22 RUE DU CAP VERT;;21000;DIJON
0212243Z;600;06;ministère de l'éducation nationale;;;PU;1;UAI célibataire;21231;Dijon;CFA;DE L'EDUCATION NATIONALE EN BO;18210026300041;42736;;;2 G rue du Général Delaborde;;21000;DIJON
0212255M;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;21231;Dijon;CTR DE FORMATION D APPRENTIS;;48833506800034;43709;;-;2 rue du dauphiné;BP-;21000;DIJON
0221072W;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;22215;Ploufragan;CENTRE FORMATION D'APPRENTIS;CMA 22;13002794900242;25274;;LE TERTRE DE LA MOTTE;;BP51;22440;PLOUFRAGAN
0221588G;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;22187;Plérin;CTRE DE FORMATION D'APPRENTIS;BATIMENT DES COTES D'ARMOR;77750927400075;27164;;;2  AVENUE DU CHALUTIER 'SANS PIT;BP115;22191;PLERIN CEDEX
0221804S;600;03;ministère de l'agriculture;;;PU;3;UAI fille;22032;Caulnes;CTRE FORMATION APPRENTIS AGRIC;DE CAULNES;19221032600018;30926;;;ROUTE DE DINAN;;22350;CAULNES
0221835A;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;22187;Plérin;CTRE DE FORMATION D'APPRENTIS;POLE FORMATION DES INDUSTRIES;39048242000028;32752;;;1  RUE DE LA PRUNELLE;BP221;22192;PLERIN CEDEX
0221880Z;600;03;ministère de l'agriculture;;;PU;4;UAI mère et fille;22147;Merdrignac;CTRE FORMATION APPRENTIS AGRIC;DE MERDRIGNAC;19221031800015;35309;;;6  RUE DU PORHOET;BP9;22230;MERDRIGNAC
0221943T;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;22187;Plérin;CTR FORMATION APPRENTIS;ARFASS;51490857300033;38718;;;2  RUE DE LA CROIX LORMEL;;22190;PLERIN
0230412Y;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;23096;Guéret;CTR DE FORMATION D APPRENTIS;CHAMBRE COMMERCE INDUS CREUSE;13002616400017;25235;;;12 avenue PIERRE LEROUX;BP35;23001;GUERET CEDEX
0230553B;600;03;ministère de l'agriculture;;;PU;4;UAI mère et fille;23001;Ahun;CTR FORMATION APPRENTIS AGRIC.;CFA DE LA CREUSE;19230030900072;27652;;CHAUSSADIS;;;23150;AHUN
0240038L;600;06;ministère de l'éducation nationale;;;PU;1;UAI célibataire;24037;Bergerac;CFA DU GRAND BERGERACOIS;METIERS TRADITIONNELS ET SANTE;52019425900013;25254;;;109 rue DR ROUX;;24100;BERGERAC
0240051A;600;06;ministère de l'éducation nationale;;;PU;1;UAI célibataire;24322;Périgueux;CTR DE FORMATION D APPRENTIS;BTP  CFA AQUITAINE - DORDOGNE;78235535800105;25254;;;1 rue DU 5EME REGIMENT DE CHASSE;;24000;PERIGUEUX
0240061L;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;24053;Boulazac Isle Manoire;CTR DE FORMATION D APPRENTIS;CHAMBRE DES METIERS DGNE;13001405300032;25254;;;Avenue HENRY DELUC;;24750;BOULAZAC ISLE MANOIRE
0241056T;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;24053;Boulazac Isle Manoire;CTR DE FORMATION D APPRENTIS;GROUPE D'ECOLES PROFESSIONNELL;18240014300026;28765;;;12 avenue HENRY DELUC;;24750;BOULAZAC ISLE MANOIRE
0241099P;600;03;ministère de l'agriculture;6;ministère de l'éducation nationale;PU;2;UAI mère;24138;Coulounieix-Chamiers;CTR FORMATION APPRENTIS AGRIC.;DE LA DORDOGNE;19240023200018;30396;;;AVENUE CHURCHILL;BP37;24660;COULOUNIEIX CHAMIERS
0241197W;600;06;ministère de l'éducation nationale;35;ministère de la santé et de la solidarité nationale;PR;2;UAI mère;24037;Bergerac;CTR DE FORMATION D APPRENTIS;C I F A   PME;35112793100043;35674;;;110 avenue PAUL DOUMER;;24100;BERGERAC
0241235M;610;06;ministère de l'éducation nationale;;;PR;2;UAI mère;24037;Bergerac;CTR DE FORMATION D APPRENTIS;CFA TLV;50311650100043;37865;;;RUE JEAN BRUN;BP771;24101;BERGERAC CEDEX
0241262S;600;35;ministère de la santé et de la solidarité nationale;;;PR;2;UAI mère;24037;Bergerac;CFA PROF SANITAIRE ET SOCIALE;ADAPSSA AQUITAINE;52499132000044;40422;;;1 rue RAGUENEAU;;24100;BERGERAC
0251124L;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;25056;Besançon;CTR DE FORMATION D APPRENTIS;REGIONAL DE LA PHARMACIE;77829477700017;25233;;;50 avenue Clémenceau;;25000;BESANCON
0251519R;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;25056;Besançon;CTR DE FORMATION D APPRENTIS;HILAIRE DE CHARDONNET;31448072400017;28298;;;3  CHEMIN DE LA MALCOMBE;;25042;BESANCON CEDEX
0251643A;600;03;ministère de l'agriculture;;;PU;3;UAI fille;25056;Besançon;CTR FORMATION APPRENTIS AGRIC.;DU DOUBS;19251263000042;31147;;;10  RUE FRANCOIS VILLON;BP65809;25058;BESANCON CEDEX
0251749R;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;25057;Bethoncourt;CFA DU PAYS DE MONTBELIARD;;37931209300014;33161;;;Rue DES FRERES LUMIERE;;25200;BETHONCOURT
0251750S;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;25056;Besançon;CTR DE FORMATION D APPRENTIS;DE L'INDUSTRIE SUD FC;37932670500066;33161;;;8 avenue DES MONTBOUCONS;;25000;BESANCON
0251780Z;600;06;ministère de l'éducation nationale;;;PU;3;UAI fille;25056;Besançon;CTR DE FORMATION D APPRENTIS;ACADEMIQUE CONV. ETAB. PU;18250023100028;33878;;;25 avenue CDT MARCEAU;BP81522;25009;BESANCON CEDEX
0251824X;600;06;ministère de l'éducation nationale;3;ministère de l'agriculture;PR;2;UAI mère;25056;Besançon;CTR DE FORMATION D APPRENTIS;MAISONS FAMILIALES RURALES;43887533800016;34503;;;12 impasse impasse Saint-Martin;;25000;BESANCON
0251829C;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;25542;Serre-les-Sapins;CTR DE FORMATION D APPRENTIS;CFA TRANSPORT ET LOGISTIQUE;77569201500420;34943;;;7 RUE GDES PIECES ZAC EURESPACE;;25770;SERRE LES SAPINS
0251897B;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;25056;Besançon;CTR DE FORMATION D APPRENTIS;TRAVAUX PUBLICS;43868422700012;37135;;;1 rue Auguste Lucien Vérité;;25000;BESANCON
0251933R;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;25056;Besançon;CFA INSTITUT SUPERIEUR;D'APPRENTISSAGE DES CCI DE FC;48998104300024;37802;;;46  AVENUE VILLARCEAU;CS31726;25043;BESANCON CEDEX
0251934S;600;06;ministère de l'éducation nationale;3;ministère de l'agriculture;PR;1;UAI célibataire;25056;Besançon;CTR DE FORMATION D APPRENTIS;A.S.P.E.C.T. CONV. ETAB.PRIVES;41764170100012;37802;;;20  RUE MEGEVAND;;25000;BESANCON
0251945D;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;25230;Exincourt;CTR DE FORMATION D APPRENTIS;;50208492400047;38670;;;5 rue du Château;;25400;EXINCOURT
0251962X;600;06;ministère de l'éducation nationale;;;PU;1;UAI célibataire;25056;Besançon;CTR DE FORMATION D APPRENTIS;;50951325500026;39814;;;48  CHEMIN DES FOUNOTTES;;25000;BESANCON
0261035J;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;26165;Livron-sur-Drôme;CENTRE DE FORMATION D'APPRENTI;BÂTIPÔLE;30510959700024;27830;;;RUE DE LA SABLIERE;;26250;LIVRON SUR DROME
0261036K;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;26165;Livron-sur-Drôme;CENTRE DE FORMATION D'APPRENTI;CFMDA LUCIEN RAVIT;80367882000017;27638;;;5 rue DE LA SABLIERE;;26250;LIVRON SUR DROME
0261253W;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;26362;Valence;CENTRE DE FORMATION D'APPRENTI;CCI DE LA DRÔME;13002269200136;32417;;;52 rue BARTHELEMY LAFFEMAS;BP1023;26010;VALENCE CEDEX
0271124A;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;27701;Val-de-Reuil;CTR DE FORMATION D'APPRENTIS;INTERCONSULAIRE DE L'EURE;31796290000013;25248;;;41 RUE DU PAS DES HEURES;BP205;27102;VAL DE REUIL CEDEX
0271177H;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;27229;Evreux;CTR DE FORMATION D'APPRENTIS;BATIMENT CFA NORMANDIE;77811608700108;26086;;;28 rue Jacquard;BP3501;27035;EVREUX CEDEX
0271415S;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;27229;Evreux;CTR DE FORMATION D'APPRENTIS;INDUSTRIEL DE L'EURE;78080692300048;28542;;;422 rue Henri Becquerel;BP3530;27035;EVREUX CEDEX
0271473E;600;03;ministère de l'agriculture;;;PU;2;UAI mère;27428;Le Neubourg;CTRE FORMATION APPRENTIS AGRIC;DE L'EURE;19271016800043;26908;;;RUE PIERRE CORNEILLE;;27110;LE NEUBOURG
0271635F;600;03;ministère de l'agriculture;;;PU;1;UAI célibataire;27229;Evreux;CTRE FORMATION APPRENTIS AGRIC;HORTICOLE ET PAYSAGER D'ÉVREUX;19271107500015;33482;;;6 RUE GEORGES POLITZER;BP3523;27035;EVREUX CEDEX
0271691S;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;27229;Evreux;CTR DE FORMATION D'APPRENTIS;ECOLE SUPERIEURE DE LA CCI POR;30982522200032;34963;;;Rue Henri Becquerel;;27000;EVREUX
0271724C;600;03;ministère de l'agriculture;;;PR;1;UAI célibataire;27127;Canappeville;CTRE FORMATION APPRENTIS AGRIC;ELEVAGE;78079125700014;35674;;PRIEURE ND DES BOIS;3 ROUTE DES LANDES;;27400;CANAPPEVILLE
0280738A;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;28085;Chartres;CTR DE FORMATION D APPRENTIS;INTERPRO  28;30791852400017;28079;;;Rue Isidore Douin;CS30819;28008;CHARTRES CEDEX
0281041E;600;03;ministère de l'agriculture;;;PU;3;UAI fille;28380;Sours;CTR FORMATION APPRENTIS AGRIC.;CFAAD DE L EURE ET LOIR;19280706300032;32143;;LA SAUSSAYE;;;28630;SOURS
0291100N;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;29232;Quimper;CTRE DE FORMATION D'APPRENTIS;BATIMENT DU FINISTERE;77750927400042;27803;;MOULIN DES LANDES;1 RUE FRANCOIS-MARIE ANDRE;;29000;QUIMPER
0291792R;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;29019;Brest;CTRE DE FORMATION D'APPRENTIS;IFAC-CCI METROPOLITAINE BRETAG;18290005000069;28236;;;465 rue DE KERLAURENT;BP30037;29801;BREST CEDEX 9
0291915Z;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;29232;Quimper;CTRE DE FORMATION D'APPRENTIS;CMA DU FINISTERE;13002794900093;29538;;;24 ROUTE DE CUZON;BP412;29196;QUIMPER CEDEX
0292009B;600;03;ministère de l'agriculture;;;PU;4;UAI mère et fille;29078;Hanvec;CTRE FORMATION APPRENTIS AGRIC;DE HANVEC;19290341700033;30926;;KERLIVER;;;29460;HANVEC
0292099Z;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;29232;Quimper;CFA DIFCAM BRETAGNE;DIFCAM - IUT QUIMPER;19290346600212;34213;;;2 rue DE L'UNIVERSITE;;29334;QUIMPER CEDEX
0292159P;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;29039;Concarneau;CTRE DE FORMATION D'APPRENTIS;INSTITUT NAUTIQUE DE BRETAGNE;33300514800015;35309;;;2 rue Bayard;;29900;CONCARNEAU
0292167Y;600;03;ministère de l'agriculture;6;ministère de l'éducation nationale;PR;2;UAI mère;29259;Saint-Pol-de-Léon;CFA AGRICOLE PRIVE;ISFFEL;39282033800011;35674;;PEN AR PRAT;;;29250;ST POL DE LEON
0292194C;600;06;ministère de l'éducation nationale;3;ministère de l'agriculture;PR;2;UAI mère;29232;Quimper;CTRE DE FORMATION D'APPRENTIS;IFRIA BRETAGNE;41093664500044;35339;;;5 rue Pierre-Trémintin;;29000;QUIMPER
0292203M;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;29039;Concarneau;CTRE DE FORMATION D'APPRENTIS;CEFCM;18290902800017;36770;;;1 RUE DES PINS;BP229;29182;CONCARNEAU CEDEX
0301435X;600;03;ministère de l'agriculture;;;PU;3;UAI fille;30356;Rodilhan;CTR FORMATION APPRENTIS AGRIC.;ANN LEGTA MARIE DURAND;19300139300019;30926;;Domaine de Donadille;AVENUE YVES CAZEAUX;;30230;RODILHAN
0301567R;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;30189;Nîmes;CTR DE FORMATION D APPRENTIS;COMPAGNONS DEVOIR TOUR FRANCE;77566202600845;34211;;FOUR A CHAUX;3  CHEMIN DU COMPAGNON;;30900;NIMES
0301629H;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;30189;Nîmes;CTR DE FORMATION D APPRENTIS;DES METIERS;18300001700016;35674;;;904  AVENUE MARECHAL JUIN;CS83012;30908;NIMES CEDEX 2
0301633M;600;03;ministère de l'agriculture;6;ministère de l'éducation nationale;PR;2;UAI mère;30189;Nîmes;CTR FORMATION APPRENTIS AGRIC;MAISONS FAMILIALES RURALES;38753521400028;36039;;;1120  ROUTE DE SAINT-GILLES;BP48078;30932;NIMES CEDEX 9
0301649E;600;06;ministère de l'éducation nationale;;;PR;3;UAI fille;30189;Nîmes;CTR DE FORMATION D APPRENTIS;EMMANUEL D ALZON;82993221900019;36404;;;11  RUE SAINTE PERPETUE;;30020;NIMES CEDEX 1
0301685U;600;06;ministère de l'éducation nationale;;;PU;3;UAI fille;30189;Nîmes;CTR DE FORMATION D APPRENTIS;EDUCATION NATIONALE DU GARD;19300026200033;36770;;;17  RUE DHUODA;BP17155;30913;NIMES CEDEX 2
0301786D;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;30165;Méjannes-lès-Alès;CTR DE FORMATION D APPRENTIS;BTP DU GARD;51472700700049;39814;;;135  AVENUE ANTOINE EMILE;;30340;MEJANNES LES ALES
0301808C;600;06;ministère de l'éducation nationale;21;ministère du redéploiement industriel;PU;3;UAI fille;30007;Alès;CTR DE FORMATION D APPRENTIS;ECOLE DES MINES D'ALES;18009202500113;40544;;;6 AVENUE DE CLAVIERES;;30319;ALES CEDEX
0311341P;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;31555;Toulouse;CTRE DE FORMATION D'APPRENTIS;BTP TOULOUSE;77694512300037;25700;;;3  IMPASSE GEORGES DAZET;BP83596;31001;TOULOUSE CEDEX 6
0311348X;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;31224;Gourdan-Polignan;CTRE DE FORMATION D'APPRENTIS;DU COMMINGES;21310224700045;25700;;;RUE RENE ARNAUD;;31210;GOURDAN POLIGNAN
0311357G;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;31555;Toulouse;CTRE DE FORMATION D'APPRENTIS;DE LA PHARMACIE;78811481700026;25276;;;1 chemin CARROSSE;;31000;TOULOUSE
0311375B;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;31555;Toulouse;CTRE DE FORMATION D'APPRENTIS;COIFFURE ESTHETIQUE JASMIN;44210721500026;25276;;;2 rue DU CHAIREDON;;31000;TOULOUSE
0311716X;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;31056;Beauzelle;CTRE DE FORMATION D'APPRENTIS;INDUSTRIE MIDI-PYRENEES;42384709400061;27439;;;0 rue DU MONT CANIGOU;;31700;BEAUZELLE
0311717Y;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;31069;Blagnac;CTRE DE FORMATION D'APPRENTIS;COMMERCE ET SERVICES;31281559000038;27439;;;21  AVENUE GEORGES BRASSENS;;31700;BLAGNAC
0311729L;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;31395;Muret;ECOLE SUPERIEURE DES METIERS;CHAMBRE METIERS HTE-GARONNE;18310005600021;27486;;;CHEMIN DE LA PYRAMIDE;BP25;31601;MURET CEDEX
0312239R;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;31149;Colomiers;CTRE DE FORMATION D'APPRENTIS;COMPAGN DEVOIR TOUR DE FRANCE;77566202600555;32608;;;5 RUE HYACINTHE DUBREUIL;;31770;COLOMIERS
0312240S;600;06;ministère de l'éducation nationale;;;PR;2;UAI mère;31555;Toulouse;CTRE DE FORMATION D'APPRENTIS;AFTRAL TRANSPORT ET LOGISTIQUE;30540504500421;32608;;;72 rue EDMOND ROSTAND;BP92048;31001;TOULOUSE CEDEX 6
0312330P;600;03;ministère de l'agriculture;;;PU;2;UAI mère;31483;Saint-Gaudens;CTRE FORMATION APPRENTIS AGRIC;PIEMONT-PYRENEES EPLA ST-GAUD;19311268700010;33638;;;16 RUE OLIVIER DE SERRES;BP219;31800;ST GAUDENS
0312331R;600;03;ministère de l'agriculture;;;PU;1;UAI célibataire;31113;Castanet-Tolosan;CTRE FORMATION APPRENTIS AGRIC;HORTICOLE DE LA HTE-GARONNE;18007003902553;33641;;;2 route de Narbonne;BP52137;31326;CASTANET TOLOSAN CEDEX
0312332S;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;31069;Blagnac;CTRE DE FORMATION D'APPRENTIS;CAMPUS IGS;33264146300051;33638;;;186 route DE GRENADE;;31700;BLAGNAC
0312352N;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;31555;Toulouse;CTRE DE FORMATION D'APPRENTIS;SPECIAL MIDI PYRENEES ARSEAA;77558121800457;33604;;;5  CHEMIN DE COLASSON;;31000;TOULOUSE
0312424S;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;31254;Labège;CTRE DE FORMATION D'APPRENTIS;BANQUE FINANCE;77567554900593;34578;;;58  RUE MAGELLAN;;31670;LABEGE
0312444N;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;31044;Balma;CTRE DE FORMATION D'APPRENTIS;MODE GIH MIDI-PYRENEES;82266804200010;34977;;;12 avenue Charles de Gaulle;;31130;BALMA
0312504D;600;06;ministère de l'éducation nationale;;;PR;1;UAI célibataire;31424;Plaisance-du-Touch;CTRE DE FORMATION D'APPRENTIS;FEDE COMPAGNO METIERS BATIMENT;77694482900030;35674;;;10 rue AGRICOL PERDIGUIER;CS3005;31831;PLAISANCE DU TOUCH CEDEX
0312505E;600;03;ministère de l'agriculture;;;PR;2;UAI mère;31555;Toulouse;CTR FORMATION APPRENTIS AGRIC;INSTIT FORM REGIO IND ALIMENT;83508922800018;35688;;;24  RUE ALSACE LORRAINE;;31000;TOULOUSE
0312561R;600;06;ministère de l'éducation nationale;;;PU;1;UAI célibataire;31555;Toulouse;CTRE DE FORMATION D'APPRENTIS;METIERS DU SPORT;19310098900014;36404;;;1  AVENUE EDOUARD BELIN;BP4373;31055;TOULOUSE CEDEX 4
